id,bhk,property_type,sharing_type,gender_preference,location,area,,furnished,ac,fridge,washing_machine,geyser,wifi,water_24h,parking,cooking_allowed,light_bill_included,full_rent
4398,1BHK,Room,Sharing,Any,Sector 5A,Gandhinagar,,Basic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,9000
4399,2BHK,House,Sharing,Any,Raysan,Gandhinagar,,Basic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,22000
4400,3BHK,Flat,Sharing,Family,Kudasan,Gandhinagar,,Basic,No,No,No,Yes,Yes,Yes,No,Yes,No,34000
4401,2BHK,Room,Sharing,Boys,Vavol,Gandhinagar,,Semi,No,No,No,Yes,No,Yes,Yes,Yes,No,17000
4402,3BHK,Room,Sharing,Any,Sector 13,Gandhinagar,,Semi,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,15000
4403,3BHK,Flat,Full,Any,Sector 13,Gandhinagar,,Basic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,17000
4404,3BHK,Tenament,Sharing,Family,Sector 2,Gandhinagar,,Semi,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,31000
4405,3BHK,House,Full,Boys,Sector 3,Gandhinagar,,Fully,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,18000
4406,2BHK,Flat,Sharing,Family,Kudasan,Gandhinagar,,Fully,No,Yes,Yes,No,No,Yes,No,Yes,Yes,27000
4407,1BHK,Tenament,Sharing,Family,Sector 6,Gandhinagar,,Fully,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,15000
4408,3BHK,Room,Full,Family,Sector 13,Gandhinagar,,Semi,No,No,No,No,Yes,Yes,Yes,Yes,No,16000
4409,3BHK,Room,Sharing,Any,Vavol,Gandhinagar,,Semi,No,No,No,No,No,Yes,Yes,Yes,No,22000
4410,1BHK,Tenament,Sharing,Girls,Sector 13,Gandhinagar,,Fully,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,7000
4411,2BHK,Tenament,Sharing,Girls,Sector 6,Gandhinagar,,Semi,Yes,No,No,No,Yes,Yes,Yes,Yes,No,18000
4412,1BHK,Room,Full,Family,Infocity,Gandhinagar,,Semi,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,20000
4413,2BHK,Room,Full,Boys,Vavol,Gandhinagar,,Fully,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,14000
4414,3BHK,Flat,Full,Boys,Sargasan,Gandhinagar,,Fully,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,32000
4415,2BHK,Room,Full,Any,Sector 5A,Gandhinagar,,Semi,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,14000
4416,1BHK,Flat,Full,Girls,Sector 13,Gandhinagar,,Semi,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,7000
4417,1BHK,Room,Full,Girls,Sector 13,Gandhinagar,,Semi,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,8000
4418,2BHK,Room,Sharing,Boys,Sector 6,Gandhinagar,,Semi,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,22000
4419,2BHK,Flat,Sharing,Any,Raysan,Gandhinagar,,Basic,Yes,No,Yes,No,No,Yes,Yes,Yes,No,24000
4420,1BHK,Room,Full,Girls,Sector 6,Gandhinagar,,Fully,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,12000
4421,1BHK,Flat,Sharing,Any,Sector 13,Gandhinagar,,Fully,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,7000
4422,1BHK,Room,Sharing,Boys,Infocity,Gandhinagar,,Fully,Yes,No,No,No,No,Yes,Yes,Yes,No,22000
4423,1BHK,Tenament,Full,Boys,Vavol,Gandhinagar,,Fully,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,12000
4424,2BHK,Flat,Sharing,Family,Sector 6,Gandhinagar,,Basic,No,Yes,Yes,No,No,Yes,Yes,Yes,No,18000
4425,2BHK,House,Sharing,Girls,Sector 13,Gandhinagar,,Fully,Yes,No,No,Yes,No,Yes,No,Yes,Yes,13000
4426,2BHK,Flat,Sharing,Family,Sector 5A,Gandhinagar,,Fully,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,16000
4427,1BHK,Room,Full,Girls,Sargasan,Gandhinagar,,Fully,No,No,No,Yes,Yes,Yes,No,Yes,No,16000
4428,2BHK,House,Sharing,Girls,Vavol,Gandhinagar,,Fully,No,Yes,No,No,Yes,Yes,Yes,Yes,No,14000
4429,1BHK,Flat,Sharing,Family,Infocity,Gandhinagar,,Semi,No,Yes,Yes,No,Yes,Yes,No,Yes,No,15000
4430,1BHK,Room,Full,Girls,Sector 3,Gandhinagar,,Semi,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,8000
4431,3BHK,Room,Sharing,Family,Sector 13,Gandhinagar,,Semi,No,No,No,No,No,Yes,Yes,Yes,Yes,18000
4432,3BHK,Tenament,Sharing,Family,Sector 6,Gandhinagar,,Basic,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,27000
4433,3BHK,Room,Full,Family,Kudasan,Gandhinagar,,Basic,No,Yes,No,No,No,Yes,No,Yes,Yes,30000
4434,3BHK,House,Sharing,Boys,Vavol,Gandhinagar,,Fully,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,21000
4435,1BHK,Room,Full,Family,Sector 6,Gandhinagar,,Basic,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,11000
4436,2BHK,House,Sharing,Boys,Sector 2,Gandhinagar,,Basic,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,19000
4437,2BHK,House,Sharing,Boys,Sargasan,Gandhinagar,,Semi,No,Yes,Yes,No,No,Yes,Yes,Yes,No,22000
4438,1BHK,Tenament,Full,Any,Sargasan,Gandhinagar,,Basic,No,No,Yes,Yes,No,Yes,Yes,Yes,No,20000
4439,2BHK,Tenament,Sharing,Any,Infocity,Gandhinagar,,Basic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,27000
4440,1BHK,Flat,Full,Girls,Infocity,Gandhinagar,,Fully,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,15000
4441,1BHK,Tenament,Full,Girls,Infocity,Gandhinagar,,Semi,No,No,Yes,Yes,Yes,Yes,No,Yes,No,16000
4442,2BHK,Flat,Full,Family,Raysan,Gandhinagar,,Basic,No,No,Yes,No,Yes,Yes,No,Yes,No,20000
4443,1BHK,Tenament,Full,Boys,Sector 3,Gandhinagar,,Basic,No,Yes,No,No,Yes,Yes,No,Yes,Yes,7000
4444,2BHK,Tenament,Sharing,Girls,Vavol,Gandhinagar,,Fully,No,Yes,No,Yes,No,Yes,No,Yes,No,17000
4445,3BHK,Tenament,Sharing,Any,Raysan,Gandhinagar,,Fully,No,Yes,No,No,No,Yes,No,Yes,No,34000
4446,2BHK,Room,Sharing,Girls,Infocity,Gandhinagar,,Fully,No,No,Yes,No,Yes,Yes,Yes,Yes,No,23000
4447,3BHK,Flat,Sharing,Any,Sector 13,Gandhinagar,,Fully,No,No,No,No,No,Yes,No,Yes,Yes,14000
4448,1BHK,House,Full,Boys,Sargasan,Gandhinagar,,Fully,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,19000
4449,3BHK,Flat,Full,Any,Sector 13,Gandhinagar,,Semi,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,17000
4450,1BHK,Room,Sharing,Family,Raysan,Gandhinagar,,Fully,No,No,No,Yes,Yes,Yes,No,Yes,Yes,15000
4451,1BHK,Flat,Sharing,Boys,Raysan,Gandhinagar,,Fully,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,12000
4452,3BHK,House,Sharing,Girls,Sector 6,Gandhinagar,,Basic,No,Yes,Yes,Yes,No,Yes,No,Yes,No,23000
4453,2BHK,House,Sharing,Family,Sector 5A,Gandhinagar,,Semi,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,15000
4454,2BHK,Flat,Full,Any,Sector 3,Gandhinagar,,Basic,No,No,No,No,No,Yes,Yes,Yes,No,15000
4455,1BHK,Flat,Full,Family,Vavol,Gandhinagar,,Semi,No,No,No,No,Yes,Yes,Yes,Yes,Yes,10000
4456,3BHK,Tenament,Full,Girls,Sargasan,Gandhinagar,,Fully,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,37000
4457,3BHK,House,Full,Any,Raysan,Gandhinagar,,Fully,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,29000
4458,1BHK,House,Full,Boys,Kudasan,Gandhinagar,,Semi,Yes,Yes,No,No,No,Yes,No,Yes,Yes,16000
4459,2BHK,Flat,Full,Family,Vavol,Gandhinagar,,Fully,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,16000
4460,2BHK,House,Sharing,Any,Sector 13,Gandhinagar,,Semi,Yes,No,No,No,No,Yes,Yes,Yes,No,10000
4461,2BHK,Tenament,Sharing,Any,Kudasan,Gandhinagar,,Semi,No,No,No,Yes,No,Yes,No,Yes,No,25000
4462,2BHK,Flat,Sharing,Family,Vavol,Gandhinagar,,Semi,No,Yes,No,No,Yes,Yes,No,Yes,Yes,15000
4463,3BHK,House,Full,Family,Raysan,Gandhinagar,,Basic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,35000
4464,3BHK,Room,Sharing,Any,Sector 3,Gandhinagar,,Fully,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,20000
4465,1BHK,Tenament,Full,Any,Kudasan,Gandhinagar,,Fully,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,16000
4466,2BHK,Room,Sharing,Family,Vavol,Gandhinagar,,Fully,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,15000
4467,3BHK,House,Full,Girls,Sector 6,Gandhinagar,,Fully,Yes,No,No,No,Yes,Yes,No,Yes,No,29000
4468,1BHK,Flat,Full,Any,Vavol,Gandhinagar,,Basic,Yes,No,No,Yes,No,Yes,Yes,Yes,No,11000
4469,3BHK,House,Full,Family,Raysan,Gandhinagar,,Fully,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,30000
4470,1BHK,Room,Full,Boys,Vavol,Gandhinagar,,Fully,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,11000
4471,3BHK,Flat,Full,Any,Kudasan,Gandhinagar,,Basic,No,No,Yes,No,No,Yes,Yes,Yes,No,29000
4472,2BHK,Tenament,Sharing,Boys,Sector 2,Gandhinagar,,Fully,Yes,No,No,Yes,No,Yes,No,Yes,No,21000
4473,1BHK,Flat,Full,Girls,Infocity,Gandhinagar,,Semi,No,Yes,No,No,Yes,Yes,No,Yes,No,20000
4474,1BHK,Tenament,Sharing,Any,Sector 6,Gandhinagar,,Fully,No,No,No,Yes,Yes,Yes,No,Yes,Yes,14000
4475,2BHK,Tenament,Full,Family,Sector 6,Gandhinagar,,Semi,No,Yes,No,No,Yes,Yes,Yes,Yes,No,18000
4476,2BHK,Tenament,Full,Family,Infocity,Gandhinagar,,Semi,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,30000
4477,3BHK,Flat,Sharing,Girls,Sector 2,Gandhinagar,,Basic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,27000
4478,2BHK,Room,Full,Girls,Sector 13,Gandhinagar,,Basic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,10000
4479,1BHK,Tenament,Full,Girls,Sector 5A,Gandhinagar,,Fully,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9000
4480,2BHK,Flat,Sharing,Any,Kudasan,Gandhinagar,,Basic,No,No,Yes,Yes,No,Yes,No,Yes,No,24000
4481,1BHK,Tenament,Full,Any,Sector 2,Gandhinagar,,Fully,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,15000
4482,1BHK,House,Full,Any,Sector 13,Gandhinagar,,Basic,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,8000
4483,3BHK,Room,Full,Any,Kudasan,Gandhinagar,,Fully,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,37000
4484,3BHK,Tenament,Sharing,Family,Sector 3,Gandhinagar,,Fully,No,Yes,No,No,No,Yes,No,Yes,No,20000
4485,1BHK,House,Sharing,Any,Sargasan,Gandhinagar,,Fully,No,No,No,Yes,No,Yes,Yes,Yes,Yes,17000
4486,2BHK,Room,Full,Family,Raysan,Gandhinagar,,Basic,No,Yes,No,No,No,Yes,Yes,Yes,No,24000
4487,3BHK,Tenament,Full,Boys,Raysan,Gandhinagar,,Fully,No,Yes,No,Yes,Yes,Yes,No,Yes,No,35000
4488,2BHK,Flat,Full,Boys,Raysan,Gandhinagar,,Semi,No,No,Yes,Yes,No,Yes,No,Yes,Yes,21000
4489,3BHK,Tenament,Sharing,Family,Infocity,Gandhinagar,,Fully,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,34000
4490,1BHK,House,Full,Any,Sector 2,Gandhinagar,,Semi,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,14000
4491,2BHK,Tenament,Full,Girls,Sector 6,Gandhinagar,,Fully,No,No,No,No,No,Yes,Yes,Yes,No,18000
4492,1BHK,Room,Sharing,Girls,Sector 6,Gandhinagar,,Basic,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,11000
4493,1BHK,Room,Sharing,Boys,Sector 13,Gandhinagar,,Fully,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,9000
4494,3BHK,Flat,Full,Family,Sector 6,Gandhinagar,,Basic,Yes,No,Yes,No,No,Yes,No,Yes,Yes,23000
4495,1BHK,House,Full,Girls,Raysan,Gandhinagar,,Fully,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,16000
4496,2BHK,Room,Sharing,Boys,Infocity,Gandhinagar,,Basic,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,30000
4497,3BHK,House,Full,Girls,Sector 6,Gandhinagar,,Basic,No,No,No,No,Yes,Yes,Yes,Yes,No,25000
4498,2BHK,House,Full,Any,Sector 3,Gandhinagar,,Fully,Yes,No,No,No,Yes,Yes,Yes,Yes,No,11000
4499,3BHK,Tenament,Full,Family,Kudasan,Gandhinagar,,Fully,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,34000
4500,2BHK,Room,Full,Family,Sector 5A,Gandhinagar,,Semi,Yes,No,Yes,No,No,Yes,Yes,Yes,No,15000
4501,3BHK,Room,Full,Girls,Sargasan,Gandhinagar,,Fully,No,Yes,No,No,Yes,Yes,No,Yes,No,36000
4502,3BHK,Tenament,Full,Boys,Infocity,Gandhinagar,,Semi,No,No,No,Yes,Yes,Yes,No,Yes,Yes,45000
4503,3BHK,House,Sharing,Any,Sargasan,Gandhinagar,,Basic,No,Yes,No,No,No,Yes,No,Yes,Yes,41000
4504,2BHK,Tenament,Sharing,Family,Infocity,Gandhinagar,,Fully,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,27000
4505,3BHK,Room,Sharing,Boys,Sector 6,Gandhinagar,,Basic,Yes,No,Yes,No,No,Yes,No,Yes,Yes,24000
4506,3BHK,Tenament,Full,Any,Raysan,Gandhinagar,,Basic,Yes,No,No,No,Yes,Yes,No,Yes,No,28000
4507,1BHK,Room,Full,Any,Sector 13,Gandhinagar,,Semi,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,9000
4508,3BHK,Room,Sharing,Family,Sector 3,Gandhinagar,,Semi,No,Yes,No,Yes,No,Yes,Yes,Yes,No,21000
4509,1BHK,Tenament,Sharing,Family,Sargasan,Gandhinagar,,Fully,No,Yes,No,No,Yes,Yes,No,Yes,No,16000
4510,2BHK,Room,Full,Any,Sector 3,Gandhinagar,,Basic,No,No,No,No,Yes,Yes,No,Yes,Yes,14000
4511,3BHK,House,Sharing,Any,Raysan,Gandhinagar,,Basic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,35000
4512,3BHK,Tenament,Full,Any,Sector 2,Gandhinagar,,Basic,Yes,No,No,No,Yes,Yes,Yes,Yes,No,28000
4513,1BHK,Room,Sharing,Family,Sector 5A,Gandhinagar,,Fully,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,11000
4514,3BHK,Tenament,Full,Girls,Sector 3,Gandhinagar,,Semi,No,No,No,No,No,Yes,Yes,Yes,No,17000
4515,1BHK,Room,Sharing,Girls,Raysan,Gandhinagar,,Semi,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,15000
4516,2BHK,Room,Sharing,Girls,Sargasan,Gandhinagar,,Semi,Yes,No,No,Yes,No,Yes,No,Yes,Yes,28000
4517,3BHK,Room,Sharing,Girls,Sector 5A,Gandhinagar,,Fully,No,No,No,No,No,Yes,No,Yes,No,24000
4518,1BHK,Flat,Full,Family,Sector 2,Gandhinagar,,Fully,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,15000
4519,3BHK,Tenament,Full,Girls,Infocity,Gandhinagar,,Basic,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,33000
4520,2BHK,Tenament,Full,Girls,Sector 6,Gandhinagar,,Semi,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,21000
4521,1BHK,Room,Full,Family,Raysan,Gandhinagar,,Basic,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,17000
4522,1BHK,Room,Sharing,Family,Infocity,Gandhinagar,,Basic,No,No,No,Yes,No,Yes,No,Yes,No,18000
4523,3BHK,Flat,Sharing,Girls,Infocity,Gandhinagar,,Semi,No,Yes,No,Yes,No,Yes,Yes,Yes,No,45000
4524,2BHK,Flat,Full,Girls,Kudasan,Gandhinagar,,Fully,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,27000
4525,3BHK,House,Sharing,Any,Infocity,Gandhinagar,,Fully,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,41000
4526,3BHK,Room,Full,Any,Sector 5A,Gandhinagar,,Semi,No,No,No,Yes,Yes,Yes,No,Yes,Yes,20000
4527,3BHK,Room,Sharing,Family,Sector 3,Gandhinagar,,Semi,Yes,No,No,No,No,Yes,Yes,Yes,Yes,17000
4528,3BHK,House,Sharing,Family,Kudasan,Gandhinagar,,Basic,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,29000
4529,2BHK,Room,Full,Family,Sector 2,Gandhinagar,,Semi,Yes,No,No,No,Yes,Yes,No,Yes,Yes,21000
4530,3BHK,Tenament,Full,Boys,Vavol,Gandhinagar,,Semi,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,24000
4531,2BHK,House,Full,Boys,Sector 13,Gandhinagar,,Fully,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,13000
4532,3BHK,Flat,Full,Any,Raysan,Gandhinagar,,Basic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,30000
4533,2BHK,Room,Sharing,Boys,Infocity,Gandhinagar,,Semi,No,No,No,No,No,Yes,Yes,Yes,Yes,31000
4534,1BHK,House,Full,Girls,Vavol,Gandhinagar,,Semi,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,8000
4535,2BHK,Room,Full,Any,Vavol,Gandhinagar,,Semi,Yes,No,Yes,Yes,No,Yes,No,Yes,No,12000
4536,3BHK,Room,Full,Boys,Sector 2,Gandhinagar,,Semi,Yes,Yes,No,No,Yes,Yes,No,Yes,No,32000
4537,1BHK,Flat,Full,Girls,Infocity,Gandhinagar,,Basic,Yes,No,No,No,Yes,Yes,Yes,Yes,No,22000
4538,3BHK,House,Full,Boys,Sargasan,Gandhinagar,,Basic,No,Yes,No,Yes,Yes,Yes,No,Yes,No,35000
4539,3BHK,Room,Sharing,Boys,Sector 6,Gandhinagar,,Semi,No,Yes,No,No,Yes,Yes,No,Yes,Yes,24000
4540,3BHK,Room,Sharing,Any,Sector 3,Gandhinagar,,Fully,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,20000
4541,3BHK,Tenament,Sharing,Family,Sector 2,Gandhinagar,,Basic,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,28000
4542,1BHK,Flat,Sharing,Family,Sector 2,Gandhinagar,,Basic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,15000
4543,2BHK,Tenament,Sharing,Boys,Kudasan,Gandhinagar,,Basic,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,20000
4544,1BHK,Flat,Full,Boys,Raysan,Gandhinagar,,Fully,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,13000
4545,1BHK,House,Sharing,Any,Infocity,Gandhinagar,,Fully,No,No,No,No,Yes,Yes,No,Yes,No,16000
4546,1BHK,Flat,Full,Girls,Sector 5A,Gandhinagar,,Semi,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,13000
4547,3BHK,Flat,Full,Girls,Infocity,Gandhinagar,,Fully,No,No,No,Yes,Yes,Yes,No,Yes,No,33000
4548,2BHK,Room,Sharing,Family,Sector 13,Gandhinagar,,Semi,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,10000
4549,2BHK,Tenament,Full,Any,Raysan,Gandhinagar,,Fully,Yes,No,Yes,Yes,No,Yes,No,Yes,No,19000
4550,1BHK,House,Sharing,Family,Sector 13,Gandhinagar,,Basic,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,8000
4551,3BHK,Tenament,Full,Boys,Kudasan,Gandhinagar,,Semi,No,No,No,Yes,No,Yes,Yes,Yes,Yes,34000
4552,3BHK,House,Sharing,Girls,Kudasan,Gandhinagar,,Fully,No,Yes,Yes,No,No,Yes,No,Yes,Yes,36000
4553,2BHK,Room,Sharing,Any,Sector 6,Gandhinagar,,Basic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,17000
4554,2BHK,Room,Sharing,Family,Kudasan,Gandhinagar,,Fully,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,25000
4555,3BHK,House,Sharing,Family,Sector 5A,Gandhinagar,,Fully,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,21000
4556,3BHK,Flat,Sharing,Boys,Infocity,Gandhinagar,,Basic,No,No,Yes,No,Yes,Yes,Yes,Yes,No,43000
4557,1BHK,Tenament,Sharing,Family,Vavol,Gandhinagar,,Basic,No,No,No,No,No,Yes,Yes,Yes,Yes,9000
4558,1BHK,Flat,Full,Girls,Infocity,Gandhinagar,,Semi,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,16000
4559,2BHK,Tenament,Full,Any,Sargasan,Gandhinagar,,Fully,No,Yes,No,Yes,Yes,Yes,No,Yes,No,29000
4560,1BHK,Tenament,Full,Family,Sector 5A,Gandhinagar,,Basic,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,9000
4561,1BHK,House,Full,Boys,Sector 13,Gandhinagar,,Basic,No,No,No,Yes,Yes,Yes,No,Yes,Yes,9000
4562,2BHK,Room,Full,Boys,Infocity,Gandhinagar,,Fully,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,25000
4563,1BHK,Room,Full,Any,Sector 3,Gandhinagar,,Fully,No,No,No,Yes,No,Yes,No,Yes,Yes,9000
4564,1BHK,House,Full,Family,Infocity,Gandhinagar,,Basic,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,18000
4565,2BHK,Room,Full,Family,Vavol,Gandhinagar,,Semi,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,15000
4566,3BHK,Flat,Full,Girls,Raysan,Gandhinagar,,Fully,No,Yes,No,No,No,Yes,No,Yes,Yes,36000
4567,1BHK,Tenament,Sharing,Any,Sector 5A,Gandhinagar,,Basic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,11000
4568,1BHK,Room,Full,Girls,Sector 5A,Gandhinagar,,Basic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,10000
4569,1BHK,Tenament,Full,Any,Sector 13,Gandhinagar,,Basic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,8000
4570,2BHK,Flat,Sharing,Boys,Sector 3,Gandhinagar,,Fully,Yes,Yes,No,No,No,Yes,No,Yes,Yes,12000
4571,3BHK,Room,Full,Any,Sector 5A,Gandhinagar,,Fully,Yes,No,No,Yes,Yes,Yes,No,Yes,No,26000
4572,3BHK,Tenament,Sharing,Family,Sector 2,Gandhinagar,,Basic,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,30000
4573,3BHK,Flat,Sharing,Girls,Sargasan,Gandhinagar,,Semi,Yes,No,No,Yes,No,Yes,Yes,Yes,No,41000
4574,1BHK,House,Full,Any,Sector 5A,Gandhinagar,,Basic,No,No,No,Yes,No,Yes,No,Yes,Yes,13000
4575,1BHK,Room,Sharing,Girls,Sector 2,Gandhinagar,,Fully,Yes,No,No,Yes,No,Yes,No,Yes,No,14000
4576,3BHK,Room,Sharing,Family,Raysan,Gandhinagar,,Fully,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,29000
4577,1BHK,Tenament,Sharing,Girls,Raysan,Gandhinagar,,Fully,Yes,No,No,No,No,Yes,No,Yes,No,16000
4578,1BHK,Flat,Full,Family,Raysan,Gandhinagar,,Basic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12000
4579,2BHK,Flat,Sharing,Boys,Sargasan,Gandhinagar,,Fully,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,22000
4580,1BHK,Flat,Full,Family,Raysan,Gandhinagar,,Fully,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,16000
4581,1BHK,Room,Full,Any,Infocity,Gandhinagar,,Basic,Yes,No,Yes,No,Yes,Yes,No,Yes,No,15000
4582,2BHK,Room,Full,Any,Sector 2,Gandhinagar,,Basic,No,No,No,No,Yes,Yes,No,Yes,No,22000
4583,2BHK,House,Full,Girls,Sector 13,Gandhinagar,,Basic,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,12000
4584,2BHK,Room,Full,Boys,Vavol,Gandhinagar,,Semi,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,15000
4585,1BHK,Flat,Sharing,Family,Sargasan,Gandhinagar,,Basic,No,Yes,Yes,No,No,Yes,No,Yes,Yes,18000
4586,2BHK,House,Full,Girls,Sector 2,Gandhinagar,,Semi,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,23000
4587,1BHK,Flat,Sharing,Family,Sargasan,Gandhinagar,,Basic,No,No,No,Yes,Yes,Yes,Yes,Yes,No,15000
4588,3BHK,House,Sharing,Family,Sector 13,Gandhinagar,,Semi,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,16000
4589,2BHK,Room,Full,Girls,Sector 13,Gandhinagar,,Basic,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,10000
4590,1BHK,Flat,Full,Boys,Raysan,Gandhinagar,,Semi,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,15000
4591,3BHK,Flat,Sharing,Boys,Kudasan,Gandhinagar,,Semi,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,38000
4592,2BHK,Tenament,Full,Family,Raysan,Gandhinagar,,Fully,No,No,Yes,Yes,Yes,Yes,No,Yes,No,22000
4593,1BHK,House,Full,Girls,Sector 6,Gandhinagar,,Basic,Yes,No,No,No,No,Yes,No,Yes,Yes,12000
4594,1BHK,Room,Sharing,Family,Infocity,Gandhinagar,,Fully,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,21000
4595,2BHK,Tenament,Sharing,Girls,Raysan,Gandhinagar,,Basic,Yes,No,No,Yes,No,Yes,No,Yes,No,26000
4596,1BHK,Tenament,Full,Any,Sector 3,Gandhinagar,,Semi,No,No,Yes,No,No,Yes,Yes,Yes,Yes,9000
4597,1BHK,Flat,Sharing,Family,Sargasan,Gandhinagar,,Semi,No,Yes,No,No,Yes,Yes,No,Yes,No,18000
